State,Description,Year,Value
North Carolina,Real GDP (millions of chained 2017 dollars) 1,2016,NA
North Carolina,Real GDP (millions of chained 2017 dollars) 1,2017,546810.1
North Carolina,Real GDP (millions of chained 2017 dollars) 1,2018,556573.7
North Carolina,Real GDP (millions of chained 2017 dollars) 1,2019,568475.6
North Carolina,Real GDP (millions of chained 2017 dollars) 1,2020,564794.4
North Carolina,Real GDP (millions of chained 2017 dollars) 1,2021,597316.1
North Carolina,Real GDP (millions of chained 2017 dollars) 1,2022,609058.2
North Carolina,Real personal income (millions of constant (2017) dollars) 2,2016,466543.3
North Carolina,Real personal income (millions of constant (2017) dollars) 2,2017,484514.6
North Carolina,Real personal income (millions of constant (2017) dollars) 2,2018,499977.6
North Carolina,Real personal income (millions of constant (2017) dollars) 2,2019,528172.6
North Carolina,Real personal income (millions of constant (2017) dollars) 2,2020,567554.5
North Carolina,Real personal income (millions of constant (2017) dollars) 2,2021,587520.1
North Carolina,Real personal income (millions of constant (2017) dollars) 2,2022,569463.6
North Carolina,Real PCE (millions of constant (2017) dollars) 3,2016,382962.4
North Carolina,Real PCE (millions of constant (2017) dollars) 3,2017,397708.6
North Carolina,Real PCE (millions of constant (2017) dollars) 3,2018,409322.6
North Carolina,Real PCE (millions of constant (2017) dollars) 3,2019,425809.4
North Carolina,Real PCE (millions of constant (2017) dollars) 3,2020,427006.5
North Carolina,Real PCE (millions of constant (2017) dollars) 3,2021,457835.3
North Carolina,Real PCE (millions of constant (2017) dollars) 3,2022,468159.7
North Carolina,Current dollar statistics (millions of dollars),2016,NA
North Carolina,Current dollar statistics (millions of dollars),2017,NA
North Carolina,Current dollar statistics (millions of dollars),2018,NA
North Carolina,Current dollar statistics (millions of dollars),2019,NA
North Carolina,Current dollar statistics (millions of dollars),2020,NA
North Carolina,Current dollar statistics (millions of dollars),2021,NA
North Carolina,Current dollar statistics (millions of dollars),2022,NA
North Carolina,Gross domestic product (GDP),2016,NA
North Carolina,Gross domestic product (GDP),2017,546810.1
North Carolina,Gross domestic product (GDP),2018,568037.3
North Carolina,Gross domestic product (GDP),2019,593126.9
North Carolina,Gross domestic product (GDP),2020,601148.7
North Carolina,Gross domestic product (GDP),2021,659529.3
North Carolina,Gross domestic product (GDP),2022,715968.3
North Carolina,Personal income,2016,429054.9
North Carolina,Personal income,2017,449817.7
North Carolina,Personal income,2018,473093.3
North Carolina,Personal income,2019,501587.2
North Carolina,Personal income,2020,541078
North Carolina,Personal income,2021,599133.5
North Carolina,Personal income,2022,621705.6
North Carolina,Disposable personal income,2016,378998.7
North Carolina,Disposable personal income,2017,398999.2
North Carolina,Disposable personal income,2018,421434.9
North Carolina,Disposable personal income,2019,445795.7
North Carolina,Disposable personal income,2020,483800.7
North Carolina,Disposable personal income,2021,529875.9
North Carolina,Disposable personal income,2022,541791.8
North Carolina,Personal consumption expenditures,2016,352946.4
North Carolina,Personal consumption expenditures,2017,370093
North Carolina,Personal consumption expenditures,2018,388109.5
North Carolina,Personal consumption expenditures,2019,405132.5
North Carolina,Personal consumption expenditures,2020,408183.7
North Carolina,Personal consumption expenditures,2021,467929.8
North Carolina,Personal consumption expenditures,2022,511778
North Carolina,Real per capita dollar statistics (constant 2017 dollars),2016,NA
North Carolina,Real per capita dollar statistics (constant 2017 dollars),2017,NA
North Carolina,Real per capita dollar statistics (constant 2017 dollars),2018,NA
North Carolina,Real per capita dollar statistics (constant 2017 dollars),2019,NA
North Carolina,Real per capita dollar statistics (constant 2017 dollars),2020,NA
North Carolina,Real per capita dollar statistics (constant 2017 dollars),2021,NA
North Carolina,Real per capita dollar statistics (constant 2017 dollars),2022,NA
North Carolina,Real per capita personal income 4,2016,46302
North Carolina,Real per capita personal income 4,2017,47617
North Carolina,Real per capita personal income 4,2018,48656
North Carolina,Real per capita personal income 4,2019,50930
North Carolina,Real per capita personal income 4,2020,54314
North Carolina,Real per capita personal income 4,2021,55605
North Carolina,Real per capita personal income 4,2022,53226
North Carolina,Real per capita PCE 5,2016,38007
North Carolina,Real per capita PCE 5,2017,39086
North Carolina,Real per capita PCE 5,2018,39834
North Carolina,Real per capita PCE 5,2019,41059
North Carolina,Real per capita PCE 5,2020,40864
North Carolina,Real per capita PCE 5,2021,43331
North Carolina,Real per capita PCE 5,2022,43757
North Carolina,Per capita current dollar statistics,2016,NA
North Carolina,Per capita current dollar statistics,2017,NA
North Carolina,Per capita current dollar statistics,2018,NA
North Carolina,Per capita current dollar statistics,2019,NA
North Carolina,Per capita current dollar statistics,2020,NA
North Carolina,Per capita current dollar statistics,2021,NA
North Carolina,Per capita current dollar statistics,2022,NA
North Carolina,Per capita personal income 6,2016,42582
North Carolina,Per capita personal income 6,2017,44207
North Carolina,Per capita personal income 6,2018,46040
North Carolina,Per capita personal income 6,2019,48366
North Carolina,Per capita personal income 6,2020,51781
North Carolina,Per capita personal income 6,2021,56705
North Carolina,Per capita personal income 6,2022,58109
North Carolina,Per capita disposable personal income 7,2016,37614
North Carolina,Per capita disposable personal income 7,2017,39213
North Carolina,Per capita disposable personal income 7,2018,41012
North Carolina,Per capita disposable personal income 7,2019,42987
North Carolina,Per capita disposable personal income 7,2020,46299
North Carolina,Per capita disposable personal income 7,2021,50150
North Carolina,Per capita disposable personal income 7,2022,50640
North Carolina,Per capita personal consumption expenditures (PCE) 8,2016,35028
North Carolina,Per capita personal consumption expenditures (PCE) 8,2017,36372
North Carolina,Per capita personal consumption expenditures (PCE) 8,2018,37769
North Carolina,Per capita personal consumption expenditures (PCE) 8,2019,39066
North Carolina,Per capita personal consumption expenditures (PCE) 8,2020,39063
North Carolina,Per capita personal consumption expenditures (PCE) 8,2021,44287
North Carolina,Per capita personal consumption expenditures (PCE) 8,2022,47834
North Carolina,Price indexes,2016,NA
North Carolina,Price indexes,2017,NA
North Carolina,Price indexes,2018,NA
North Carolina,Price indexes,2019,NA
North Carolina,Price indexes,2020,NA
North Carolina,Price indexes,2021,NA
North Carolina,Price indexes,2022,NA
North Carolina,Regional price parities (RPPs) 9,2016,93.771
North Carolina,Regional price parities (RPPs) 9,2017,93.056
North Carolina,Regional price parities (RPPs) 9,2018,92.916
North Carolina,Regional price parities (RPPs) 9,2019,91.915
North Carolina,Regional price parities (RPPs) 9,2020,91.358
North Carolina,Regional price parities (RPPs) 9,2021,93.765
North Carolina,Regional price parities (RPPs) 9,2022,94.204
North Carolina,Implicit regional price deflator 10,2016,92.162
North Carolina,Implicit regional price deflator 10,2017,93.056
North Carolina,Implicit regional price deflator 10,2018,94.818
North Carolina,Implicit regional price deflator 10,2019,95.144
North Carolina,Implicit regional price deflator 10,2020,95.592
North Carolina,Implicit regional price deflator 10,2021,102.205
North Carolina,Implicit regional price deflator 10,2022,109.317
North Carolina,Employment,2016,NA
North Carolina,Employment,2017,NA
North Carolina,Employment,2018,NA
North Carolina,Employment,2019,NA
North Carolina,Employment,2020,NA
North Carolina,Employment,2021,NA
North Carolina,Employment,2022,NA
North Carolina,Total employment (number of jobs),2016,5825267
North Carolina,Total employment (number of jobs),2017,5919022
North Carolina,Total employment (number of jobs),2018,6055657
North Carolina,Total employment (number of jobs),2019,6149071
North Carolina,Total employment (number of jobs),2020,6054937
North Carolina,Total employment (number of jobs),2021,6318605
North Carolina,Total employment (number of jobs),2022,6602041
North Dakota,Real dollar statistics,2016,NA
North Dakota,Real dollar statistics,2017,NA
North Dakota,Real dollar statistics,2018,NA
North Dakota,Real dollar statistics,2019,NA
North Dakota,Real dollar statistics,2020,NA
North Dakota,Real dollar statistics,2021,NA
North Dakota,Real dollar statistics,2022,NA
North Dakota,Real GDP (millions of chained 2017 dollars) 1,2016,NA
North Dakota,Real GDP (millions of chained 2017 dollars) 1,2017,56530.2
North Dakota,Real GDP (millions of chained 2017 dollars) 1,2018,58516.4
North Dakota,Real GDP (millions of chained 2017 dollars) 1,2019,59142.3
North Dakota,Real GDP (millions of chained 2017 dollars) 1,2020,55699.1
North Dakota,Real GDP (millions of chained 2017 dollars) 1,2021,55401
North Dakota,Real GDP (millions of chained 2017 dollars) 1,2022,54798.7
North Dakota,Real personal income (millions of constant (2017) dollars) 2,2016,43619.6
North Dakota,Real personal income (millions of constant (2017) dollars) 2,2017,44908.7
North Dakota,Real personal income (millions of constant (2017) dollars) 2,2018,45825.1
North Dakota,Real personal income (millions of constant (2017) dollars) 2,2019,45630.5
North Dakota,Real personal income (millions of constant (2017) dollars) 2,2020,49631.1
North Dakota,Real personal income (millions of constant (2017) dollars) 2,2021,51826.4
North Dakota,Real personal income (millions of constant (2017) dollars) 2,2022,53364.2
North Dakota,Real PCE (millions of constant (2017) dollars) 3,2016,36563.2
North Dakota,Real PCE (millions of constant (2017) dollars) 3,2017,37235.5
North Dakota,Real PCE (millions of constant (2017) dollars) 3,2018,36889.3
North Dakota,Real PCE (millions of constant (2017) dollars) 3,2019,36829.6
North Dakota,Real PCE (millions of constant (2017) dollars) 3,2020,36466.7
North Dakota,Real PCE (millions of constant (2017) dollars) 3,2021,38616.8
North Dakota,Real PCE (millions of constant (2017) dollars) 3,2022,39865.5
North Dakota,Current dollar statistics (millions of dollars),2016,NA
North Dakota,Current dollar statistics (millions of dollars),2017,NA
North Dakota,Current dollar statistics (millions of dollars),2018,NA
North Dakota,Current dollar statistics (millions of dollars),2019,NA
North Dakota,Current dollar statistics (millions of dollars),2020,NA
North Dakota,Current dollar statistics (millions of dollars),2021,NA
North Dakota,Current dollar statistics (millions of dollars),2022,NA
North Dakota,Gross domestic product (GDP),2016,NA
North Dakota,Gross domestic product (GDP),2017,56530.2
North Dakota,Gross domestic product (GDP),2018,60377.1
North Dakota,Gross domestic product (GDP),2019,60516.3
North Dakota,Gross domestic product (GDP),2020,55347.6
North Dakota,Gross domestic product (GDP),2021,63208.6
North Dakota,Gross domestic product (GDP),2022,72651.3
North Dakota,Personal income,2016,39232
North Dakota,Personal income,2017,39743.7
North Dakota,Personal income,2018,42565.9
North Dakota,Personal income,2019,43968.2
North Dakota,Personal income,2020,47621.4
North Dakota,Personal income,2021,51261.7
North Dakota,Personal income,2022,54828.5
North Dakota,Disposable personal income,2016,35297.9
North Dakota,Disposable personal income,2017,35877.1
North Dakota,Disposable personal income,2018,38776.2
North Dakota,Disposable personal income,2019,39843.4
North Dakota,Disposable personal income,2020,43678.5
North Dakota,Disposable personal income,2021,46526.7
North Dakota,Disposable personal income,2022,49357.5
North Dakota,Personal consumption expenditures,2016,32956
North Dakota,Personal consumption expenditures,2017,33030.2
North Dakota,Personal consumption expenditures,2018,34336.1
North Dakota,Personal consumption expenditures,2019,35554.3
North Dakota,Personal consumption expenditures,2020,35084.4
North Dakota,Personal consumption expenditures,2021,38281.5
North Dakota,Personal consumption expenditures,2022,41013
North Dakota,Real per capita dollar statistics (constant 2017 dollars),2016,NA
North Dakota,Real per capita dollar statistics (constant 2017 dollars),2017,NA
North Dakota,Real per capita dollar statistics (constant 2017 dollars),2018,NA
North Dakota,Real per capita dollar statistics (constant 2017 dollars),2019,NA
North Dakota,Real per capita dollar statistics (constant 2017 dollars),2020,NA
North Dakota,Real per capita dollar statistics (constant 2017 dollars),2021,NA
North Dakota,Real per capita dollar statistics (constant 2017 dollars),2022,NA
North Dakota,Real per capita personal income 4,2016,57045
North Dakota,Real per capita personal income 4,2017,58576
North Dakota,Real per capita personal income 4,2018,59405
North Dakota,Real per capita personal income 4,2019,58763
North Dakota,Real per capita personal income 4,2020,63669
North Dakota,Real per capita personal income 4,2021,66621
